id,player,team,pos,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec,rec_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,dst_int,dst_int_sd,dst_sacks,dst_sacks_sd,dst_fum_rec,dst_fum_rec_sd,dst_safety,dst_safety_sd,dst_td,dst_td_sd,dst_blk,dst_blk_sd,pts_bracket,pts_bracket_sd,injury_status
2558942,Anthony Firkser,TEN,TE,,,,,,,0.0537,0.0682,0.005,0.004,0.0499,0.0199,,,,,1.8318,0.5891,17.8407,3.3989,0.1176,0.0378,,,,,,,,,,,,,,,
2563767,Harrison Bryant,CLE,TE,,,,,,,0.0134,0.0188,0,0,0.0249,0.01,,,,,1.0218,0.5737,8.3284,7.9343,0.3616,0.4525,,,,,,,,,,,,,,,
2553454,Geoff Swaim,TEN,TE,,,,,,,0.0201,0.0282,0,0,0,0,,,,,2.3638,0.4479,15.3393,4.0023,0.1606,0.0472,,,,,,,,,,,,,,,
2565768,Kenny Yeboah,NYJ,TE,,,,,,,0.0251,0.0354,0,0,0,0,,,,,1.5304,0.1838,17.0382,1.4637,0.105,0.0071,,,,,,,,,,,,,,,
2559018,Pharaoh Brown,HOU,TE,,,,,,,0.0302,0.0297,0,0,0,0,,,,,1.9345,0.0592,15.1201,4.5596,0.0935,0.0297,,,,,,,,,,,,,,,
2540232,Jack Doyle,IND,TE,,,,,,,0.0168,0.0289,0,0,0,0,,,,,1.4468,0.2234,15.8736,1.5433,0.1466,0.0505,,,,,,,,,,,,,,,
2555289,Nick Vannett,NO,TE,,,,,,,0,0,0,0,0.0226,0.0106,,,,,1.0618,0.3394,12.2442,5.3528,0.1305,0.099,,,,,,,,,,,,,,,
100032,Redskins,WAS,DST,,,,,,,,,,,,,,,,,,,,,,,0.9046,0.1042,2.8456,0.1916,0.5885,0.0194,0.0133,0.0152,0.1425,0.0369,,,-1.049,2.6642,
100002,Ravens,BAL,DST,,,,,,,,,,,,,,,,,,,,,,,0.7313,0.1341,2.3668,0.5653,0.571,0.0809,0.0133,0.0152,0.1222,0.0253,,,-1.376,2.3275,
100028,Chargers,LAC,DST,,,,,,,,,,,,,,,,,,,,,,,0.8446,0.1491,1.787,0.7051,0.6573,0.1345,0.0133,0.0152,0.1797,0.0201,,,-1.376,2.3275,
100027,Steelers,PIT,DST,,,,,,,,,,,,,,,,,,,,,,,0.8948,0.0471,2.9826,1.1144,0.5778,0.0253,0.0177,0.0202,0.0957,0.0447,,,-1.705,2.0953,
100010,Lions,DET,DST,,,,,,,,,,,,,,,,,,,,,,,0.5364,0.1195,1.9839,0.9659,0.6329,0.354,0.0133,0.0152,0.0736,0.0697,,,-0.964,2.6404,
100023,Giants,NYG,DST,,,,,,,,,,,,,,,,,,,,,,,1.0351,0.1589,1.9447,0.8389,0.5691,0.0648,0.0398,0.01,0.116,0.0483,,,-0.017,1.0032,
100015,Jaguars,JAC,DST,,,,,,,,,,,,,,,,,,,,,,,0.4808,0.1657,1.5223,0.6068,0.35,0.2698,0.0133,0.0152,0.0868,0.0645,,,-0.327,0.5746,
100024,Jets,NYJ,DST,,,,,,,,,,,,,,,,,,,,,,,0.654,0.0472,1.4987,0.4463,0.7084,0.3009,0.0133,0.0152,0.4555,0.4839,,,-0.656,0.5819,
100020,Vikings,MIN,DST,,,,,,,,,,,,,,,,,,,,,,,1.7308,1.1277,3.0064,0.1337,0.6859,0.0419,0.0381,0.0327,0.1823,0.0202,,,-0.015,1.0047,
100013,Texans,HOU,DST,,,,,,,,,,,,,,,,,,,,,,,1.3765,0.5727,1.8396,0.745,0.7115,0.2628,0.0531,0.0153,0.4588,0.4807,,,-0.344,0.5819,
100004,Panthers,CAR,DST,,,,,,,,,,,,,,,,,,,,,,,0.6157,0.3041,1.785,0.0212,0.5204,0.1697,0.03,0.0141,0.0902,0.0707,,,-1,0,
100018,Raiders,LVR,DST,,,,,,,,,,,,,,,,,,,,,,,0.4956,0.2927,1.9874,0.278,0.5102,0.1091,0.035,0.005,0.0751,0.0744,,,1.049,2.6642,
100026,Cardinals,ARI,DST,,,,,,,,,,,,,,,,,,,,,,,0.5308,0.3731,1.7239,1.1523,0.4177,0.2875,0.046,0.0311,0.1093,0.0494,,,0.0053,0.8104,
100029,49ers,SF,DST,,,,,,,,,,,,,,,,,,,,,,,0.4878,0.4059,2.2861,1.6655,0.4396,0.3061,0.0125,0.0125,0.1249,0.0263,,,0.2602,0.5067,
100030,Seahawks,SEA,DST,,,,,,,,,,,,,,,,,,,,,,,0.7294,0.12,2.5901,1.275,0.5457,0.3242,0.031,0.0084,0.1116,0.0532,,,0,0,
100009,Broncos,DEN,DST,,,,,,,,,,,,,,,,,,,,,,,0.7705,0.2095,1.7937,0.2592,0.967,0.9246,0.0133,0.0152,0.1045,0.0447,,,0.344,0.5819,
100025,Eagles,PHI,DST,,,,,,,,,,,,,,,,,,,,,,,1.1803,0.7422,1.8986,0.1697,0.4455,0.2257,0.0133,0.0152,0.4882,0.4609,,,1.376,2.3275,
100005,Bears,CHI,DST,,,,,,,,,,,,,,,,,,,,,,,0.7448,0.2482,2.4588,0.4528,0.6002,0.0992,0.0575,0.0369,0.1708,0.0252,,,0,0,
100007,Browns,CLE,DST,,,,,,,,,,,,,,,,,,,,,,,0.9042,0.0943,2.4274,0.4267,0.5046,0.1042,0.0336,0.0287,0.1203,0.0201,,,0,0,
100021,Patriots,NE,DST,,,,,,,,,,,,,,,,,,,,,,,0.9019,0.7893,1.5095,1.304,0.3757,0.328,0.0178,0.0204,0.1767,0.0208,,,0.6708,0.5756,
100008,Cowboys,DAL,DST,,,,,,,,,,,,,,,,,,,,,,,1.1257,0.8288,2.527,2.0537,0.3714,0.2654,0.0125,0.0125,0.7451,0.8844,,,0.2602,0.5067,
100017,Rams,LAR,DST,,,,,,,,,,,,,,,,,,,,,,,0.734,0.4829,2.1744,1.4626,0.4181,0.2961,0.0125,0.0125,0.3613,0.4387,,,0.2489,0.4993,
100001,Falcons,ATL,DST,,,,,,,,,,,,,,,,,,,,,,,0.9702,0.1463,1.8295,0.6794,0.6283,0.0613,0.0664,0.0287,0.1778,0.0253,,,0.344,0.5819,
100019,Dolphins,MIA,DST,,,,,,,,,,,,,,,,,,,,,,,1.2097,0.7073,4.5066,3.1012,0.5177,0.0202,0.0222,0.0253,0.4555,0.4839,,,2.408,4.0732,
100016,Chiefs,KC,DST,,,,,,,,,,,,,,,,,,,,,,,0.7415,0.4867,1.657,1.1055,0.9171,0.846,0.0125,0.0125,0.1905,0.0293,,,1.5318,1.7544,
100011,Packers,GB,DST,,,,,,,,,,,,,,,,,,,,,,,2.2123,1.5859,3.3006,1.5191,0.4885,0.0194,0.0133,0.0152,0.1177,0.0202,,,0.656,0.5819,
100006,Bengals,CIN,DST,,,,,,,,,,,,,,,,,,,,,,,0.7193,0.4731,1.6814,1.4419,0.4337,0.2959,0.0125,0.0125,0.1373,0.0296,,,0.2474,0.4983,
100003,Bills,BUF,DST,,,,,,,,,,,,,,,,,,,,,,,1.0538,0.8198,1.5261,1.2763,0.4052,0.278,0.0418,0.0279,0.1375,0.0604,,,1.4864,1.7374,
100031,Buccaneers,TB,DST,,,,,,,,,,,,,,,,,,,,,,,0.8085,0.5322,3.4779,2.9215,0.5963,0.4248,0.046,0.0311,0.1375,0.0593,,,2.3177,3.2407,
100022,Saints,NO,DST,,,,,,,,,,,,,,,,,,,,,,,1.0588,0.121,3.0416,0.532,0.5649,0.1589,0.0133,0.0152,0.1266,0.0303,,,1,0,
100012,Titans,TEN,DST,,,,,,,,,,,,,,,,,,,,,,,1.4259,0.5147,2.482,0.4324,0.478,0.0746,0.0177,0.0202,0.1867,0.0152,,,1,0,
100014,Colts,IND,DST,,,,,,,,,,,,,,,,,,,,,,,1.336,0.2302,2.4292,0.1477,0.7918,0.1803,0.3833,0.5478,0.1823,0.0202,,,1,0,
